Zip_Code,total_num,total_green,total_crosswalk,total_not_single_family_house,total_single_lane,total_triple_lane,total_visible_wires,total_sidewalk,total_dilapidated_building,prop_green,prop_crosswalk,prop_not_single_family_home,prop_single_lane,prop_triple_lane,prop_visible_wire,prop_sidewalk,prop_dilapidated_building
16331,72,69,1,8,29,0,23,6,21,0.958333333,0.013888889,0.111111111,0.402777778,0,0.319444444,0.083333333,0.291666667
16332,48,41,0,19,22,0,20,2,7,0.854166667,0,0.395833333,0.458333333,0,0.416666667,0.041666667,0.145833333
16333,194,177,2,70,107,0,67,25,41,0.912371134,0.010309278,0.360824742,0.551546392,0,0.345360825,0.128865979,0.211340206
16334,618,602,0,42,330,0,422,29,83,0.974110032,0,0.067961165,0.533980583,0,0.682847896,0.046925566,0.134304207
16335,16392,15837,134,1670,10872,0,7956,2653,2576,0.96614202,0.008174719,0.101878965,0.663250366,0,0.485358712,0.161847243,0.157149829
16340,2912,2868,4,347,1975,0,758,74,302,0.98489011,0.001373626,0.119162088,0.678228022,0,0.260302198,0.025412088,0.103708791
16341,1906,1897,4,153,966,0,597,133,231,0.995278069,0.002098636,0.080272823,0.506820567,0,0.313221406,0.069779643,0.121196222
16342,2426,2388,2,334,1187,0,489,64,332,0.984336356,0.000824402,0.137675185,0.48928277,0,0.201566364,0.026380874,0.136850783
16343,276,273,0,10,245,0,142,35,32,0.989130435,0,0.036231884,0.887681159,0,0.514492754,0.126811594,0.115942029
16344,380,373,1,27,312,0,174,110,65,0.981578947,0.002631579,0.071052632,0.821052632,0,0.457894737,0.289473684,0.171052632
16345,3334,3131,2,371,2500,0,1224,162,503,0.939112178,0.00059988,0.111277744,0.74985003,0,0.367126575,0.048590282,0.150869826
16346,1370,1273,14,159,880,0,704,158,296,0.92919708,0.010218978,0.116058394,0.642335766,0,0.513868613,0.115328467,0.216058394
16347,2604,2574,23,458,1541,0,761,198,439,0.988479263,0.008832565,0.175883257,0.591781874,0,0.292242704,0.076036866,0.16858679
16350,2696,2558,13,335,2107,0,1080,130,439,0.948813056,0.004821958,0.12425816,0.78152819,0,0.400593472,0.048219585,0.162833828
16351,2490,2462,7,360,1972,0,464,106,327,0.98875502,0.002811245,0.144578313,0.791967871,0,0.186345382,0.042570281,0.131325301
16352,96,92,4,23,41,0,66,3,28,0.958333333,0.041666667,0.239583333,0.427083333,0,0.6875,0.03125,0.291666667
16353,3526,3456,10,462,1959,0,1347,149,547,0.980147476,0.002836075,0.131026659,0.555587067,0,0.382019285,0.042257516,0.155133296
16354,8286,8059,112,866,5109,0,3599,1404,1276,0.972604393,0.013516775,0.104513637,0.616582187,0,0.434347091,0.169442433,0.15399469
16360,660,645,3,69,328,0,379,73,120,0.977272727,0.004545455,0.104545455,0.496969697,0,0.574242424,0.110606061,0.181818182
16361,164,136,0,13,80,0,118,1,23,0.829268293,0,0.079268293,0.487804878,0,0.719512195,0.006097561,0.140243902
16362,284,284,0,27,110,0,82,6,59,1,0,0.095070423,0.387323944,0,0.288732394,0.021126761,0.207746479
16364,1168,1119,4,276,361,0,909,136,315,0.958047945,0.003424658,0.23630137,0.309075342,0,0.778253425,0.116438356,0.269691781
16365,9124,8612,89,1193,6901,0,3925,2486,1498,0.943884261,0.009754494,0.130754055,0.756356861,0,0.43018413,0.272468216,0.164182376
16370,134,132,0,39,96,0,31,4,27,0.985074627,0,0.291044776,0.71641791,0,0.231343284,0.029850746,0.201492537
16371,780,739,2,102,489,0,361,121,86,0.947435897,0.002564103,0.130769231,0.626923077,0,0.462820513,0.155128205,0.11025641
16372,290,267,1,53,167,0,202,103,67,0.920689655,0.003448276,0.182758621,0.575862069,0,0.696551724,0.355172414,0.231034483
16373,4898,4716,25,865,3310,0,1472,111,903,0.962841976,0.005104124,0.176602695,0.675786035,0,0.300530829,0.022662311,0.184360964
16374,1600,1592,0,77,992,0,543,28,103,0.995,0,0.048125,0.62,0,0.339375,0.0175,0.064375
16401,3034,2943,17,367,1950,0,1297,234,591,0.970006592,0.005603164,0.120962426,0.642715887,0,0.427488464,0.077125906,0.194792353
16402,1070,1023,0,176,542,0,453,15,161,0.956074766,0,0.164485981,0.506542056,0,0.423364486,0.014018692,0.15046729
16403,4028,3897,7,408,2582,0,1403,273,613,0.967477656,0.001737835,0.101290963,0.64101291,0,0.348311817,0.067775571,0.152184707
16404,2180,2138,8,232,1041,0,944,53,276,0.980733945,0.003669725,0.106422018,0.477522936,0,0.433027523,0.024311927,0.126605505
16405,1264,1174,0,246,868,0,509,37,136,0.928797468,0,0.194620253,0.686708861,0,0.402689873,0.029272152,0.107594937
16406,4720,4540,20,512,2797,0,2067,193,810,0.961864407,0.004237288,0.108474576,0.592584746,0,0.437923729,0.040889831,0.171610169
16407,9996,9632,56,872,7280,0,4163,1371,1093,0.963585434,0.005602241,0.087234894,0.728291317,0,0.416466587,0.137154862,0.109343737
16410,1202,1190,2,35,735,0,557,67,167,0.990016639,0.001663894,0.029118136,0.611480865,0,0.463394343,0.055740433,0.138935108
16411,1748,1724,14,413,517,0,875,208,444,0.986270023,0.008009153,0.236270023,0.29576659,0,0.500572082,0.118993135,0.254004577
16412,8380,8160,36,610,5884,0,3397,583,1009,0.973747017,0.004295943,0.072792363,0.702147971,0,0.405369928,0.069570406,0.120405728
16415,5462,5237,44,597,3760,0,2253,657,1133,0.958806298,0.008055657,0.109300622,0.68839253,0,0.412486269,0.12028561,0.207433175
16416,52,52,0,4,36,0,31,4,7,1,0,0.076923077,0.692307692,0,0.596153846,0.076923077,0.134615385
16417,6760,6547,57,949,3949,0,3017,1120,1496,0.968491124,0.008431953,0.140384615,0.584171598,0,0.446301775,0.165680473,0.221301775
16420,904,894,0,149,687,0,168,7,81,0.988938053,0,0.164823009,0.759955752,0,0.185840708,0.007743363,0.08960177
16421,2056,2018,6,208,1473,0,1144,185,358,0.98151751,0.002918288,0.101167315,0.716439689,0,0.556420233,0.089980545,0.174124514
16422,270,264,0,15,160,0,145,22,36,0.977777778,0,0.055555556,0.592592593,0,0.537037037,0.081481481,0.133333333
16423,2362,2286,19,195,1767,0,988,498,378,0.967823878,0.00804403,0.082557155,0.748094835,0,0.418289585,0.210838273,0.16003387
16424,3968,3847,23,268,2592,0,1596,242,444,0.969506048,0.005796371,0.067540323,0.653225806,0,0.402217742,0.060987903,0.111895161
16426,3786,3723,11,191,2867,0,1401,184,512,0.983359746,0.002905441,0.050449023,0.757263603,0,0.370047544,0.048600106,0.135235077
16427,72,72,0,1,42,0,49,23,11,1,0,0.013888889,0.583333333,0,0.680555556,0.319444444,0.152777778
16428,11266,10692,87,1665,7510,0,5803,1309,2267,0.94905024,0.00772235,0.14778981,0.666607492,0,0.51508965,0.116190307,0.201224925
16433,2734,2700,41,207,1696,0,981,194,366,0.987564009,0.014996342,0.075713241,0.620336503,0,0.358814923,0.070958303,0.133869788
16434,2306,2244,2,162,1517,0,955,55,102,0.973113617,0.000867303,0.070251518,0.657849089,0,0.414137034,0.023850824,0.044232437
16435,1668,1636,5,134,983,0,679,65,242,0.980815348,0.002997602,0.080335731,0.589328537,0,0.407074341,0.038968825,0.145083933
16436,1330,1308,0,105,1008,0,267,35,82,0.983458647,0,0.078947368,0.757894737,0,0.20075188,0.026315789,0.061654135
16438,6774,6599,28,655,4757,0,2954,640,845,0.974165929,0.004133451,0.096693239,0.702243874,0,0.436079126,0.09447889,0.124741659
16440,788,782,1,46,529,0,246,61,78,0.992385787,0.001269036,0.058375635,0.671319797,0,0.312182741,0.077411168,0.098984772
16441,9982,9717,50,1126,5655,0,4171,542,1603,0.973452214,0.005009016,0.112803045,0.566519736,0,0.417852134,0.054297736,0.16058906
16442,3652,3561,7,304,2641,0,1592,137,417,0.975082147,0.001916758,0.083242059,0.723165389,0,0.43592552,0.037513691,0.114184009
16443,1546,1522,13,324,723,0,786,135,320,0.984476067,0.008408797,0.209573092,0.467658473,0,0.508408797,0.087322122,0.20698577
16444,50,47,1,11,33,0,32,20,13,0.94,0.02,0.22,0.66,0,0.64,0.4,0.26
16501,766,324,116,688,203,0,640,669,279,0.422976501,0.151436031,0.898172324,0.265013055,0,0.835509138,0.873368146,0.364229765
16502,2952,2203,63,1177,2153,0,1986,2444,721,0.746273713,0.021341463,0.398712737,0.729336043,0,0.672764228,0.827913279,0.244241192
16503,2952,2054,100,1199,2118,0,2100,2496,684,0.695799458,0.033875339,0.406165312,0.717479675,0,0.711382114,0.845528455,0.231707317
16504,3636,3248,51,403,3062,0,2306,2771,838,0.893289329,0.014026403,0.110836084,0.842134213,0,0.634213421,0.76210121,0.230473047
16505,7152,6438,206,1243,5439,0,2959,2671,1778,0.900167785,0.028803132,0.173797539,0.760486577,0,0.413730425,0.373461969,0.24860179
16506,8718,8037,136,1239,6449,0,3830,3077,2022,0.921885754,0.015599908,0.142119752,0.739733884,0,0.439320945,0.352947924,0.23193393
16507,1764,1535,49,621,1319,0,1102,1388,481,0.870181406,0.027777778,0.352040816,0.747732426,0,0.624716553,0.786848073,0.272675737
16508,3968,3323,99,747,3193,0,2286,3160,954,0.837449597,0.024949597,0.188256048,0.8046875,0,0.576108871,0.796370968,0.240423387
16509,10748,9853,137,1813,7249,0,6135,3130,2533,0.916728694,0.012746557,0.168682546,0.674451061,0,0.57080387,0.291216971,0.235671753
16510,9704,9226,69,872,7571,0,5111,3238,1803,0.950741962,0.00711047,0.089859852,0.780193735,0,0.526690025,0.333676834,0.18579967
16511,4492,4368,70,582,3325,0,2189,1555,951,0.97239537,0.015583259,0.129563669,0.740204809,0,0.487310775,0.346170971,0.211709706
16563,46,44,1,8,19,0,28,8,7,0.956521739,0.02173913,0.173913043,0.413043478,0,0.608695652,0.173913043,0.152173913
16601,7646,6007,126,2017,5235,0,3655,3375,1911,0.78563955,0.016479205,0.263798064,0.684671724,0,0.478027727,0.441407272,0.249934606
16602,4924,3545,183,1850,2941,0,2999,2681,1393,0.719943136,0.037164907,0.375710804,0.597278635,0,0.609057677,0.544476036,0.282900081
16611,896,868,7,349,284,0,514,129,294,0.96875,0.0078125,0.389508929,0.316964286,0,0.573660714,0.143973214,0.328125
16613,1580,1538,2,68,881,0,684,68,154,0.973417722,0.001265823,0.043037975,0.557594937,0,0.432911392,0.043037975,0.097468354
16616,266,262,0,14,168,0,116,9,17,0.984962406,0,0.052631579,0.631578947,0,0.436090226,0.033834586,0.063909774
16617,322,250,4,84,185,0,232,111,105,0.776397516,0.01242236,0.260869565,0.574534161,0,0.720496894,0.344720497,0.326086957
16619,208,205,0,11,81,0,58,1,53,0.985576923,0,0.052884615,0.389423077,0,0.278846154,0.004807692,0.254807692
16620,96,95,0,2,59,0,24,9,22,0.989583333,0,0.020833333,0.614583333,0,0.25,0.09375,0.229166667
16621,522,236,3,308,269,0,197,15,300,0.45210728,0.005747126,0.590038314,0.51532567,0,0.377394636,0.028735632,0.574712644
16622,78,76,0,4,39,0,46,1,11,0.974358974,0,0.051282051,0.5,0,0.58974359,0.012820513,0.141025641
16623,96,60,0,41,51,0,33,17,36,0.625,0,0.427083333,0.53125,0,0.34375,0.177083333,0.375
16624,108,87,0,12,72,0,60,12,26,0.805555556,0,0.111111111,0.666666667,0,0.555555556,0.111111111,0.240740741
16625,278,238,6,57,165,0,175,16,45,0.856115108,0.021582734,0.205035971,0.59352518,0,0.629496403,0.057553957,0.161870504
16627,2332,2249,2,242,1510,0,634,128,318,0.964408233,0.000857633,0.103773585,0.647512864,0,0.27186964,0.054888508,0.136363636
16630,964,831,23,255,557,0,588,270,286,0.862033195,0.023858921,0.264522822,0.57780083,0,0.609958506,0.280082988,0.296680498
16631,40,28,0,13,19,0,28,6,16,0.7,0,0.325,0.475,0,0.7,0.15,0.4
16633,100,98,0,17,48,0,36,6,15,0.98,0,0.17,0.48,0,0.36,0.06,0.15
16634,200,199,1,23,89,0,90,8,9,0.995,0.005,0.115,0.445,0,0.45,0.04,0.045
16635,1874,1614,35,577,856,0,1140,361,583,0.861259338,0.018676628,0.307897545,0.456776948,0,0.60832444,0.192636073,0.311099253
16636,1339,1302,0,81,800,0,369,18,238,0.972367438,0,0.060492905,0.597460792,0,0.27557879,0.013442868,0.177744586
16637,974,914,1,226,473,0,457,102,252,0.938398357,0.001026694,0.232032854,0.485626283,0,0.469199179,0.104722793,0.258726899
16638,164,154,0,29,86,0,114,5,16,0.93902439,0,0.176829268,0.524390244,0,0.695121951,0.030487805,0.097560976
16639,1632,1598,0,128,776,0,534,53,290,0.979166667,0,0.078431373,0.475490196,0,0.327205882,0.03247549,0.177696078
16640,620,610,0,69,272,0,207,2,35,0.983870968,0,0.111290323,0.438709677,0,0.333870968,0.003225806,0.056451613
16641,860,779,0,147,465,0,355,58,217,0.905813953,0,0.170930233,0.540697674,0,0.412790698,0.06744186,0.252325581
16645,128,126,1,14,64,0,35,5,19,0.984375,0.0078125,0.109375,0.5,0,0.2734375,0.0390625,0.1484375
16646,2039,1992,3,237,1513,0,584,64,272,0.976949485,0.001471309,0.116233448,0.742030407,0,0.286414909,0.031387935,0.133398725
16647,442,433,0,36,349,0,180,22,39,0.979638009,0,0.081447964,0.78959276,0,0.407239819,0.049773756,0.088235294
16648,1756,1506,90,623,720,0,936,652,601,0.857630979,0.051252847,0.354783599,0.410022779,0,0.533029613,0.371298405,0.342255125
16650,3693,3638,5,536,2249,0,1030,63,542,0.985106959,0.001353913,0.145139453,0.608989981,0,0.278906038,0.017059301,0.146764148
16651,2314,2188,5,230,1505,0,1147,132,323,0.945548833,0.002160761,0.099394987,0.650388937,0,0.495678479,0.05704408,0.139585134
16652,5152,4668,99,1426,2767,0,2273,968,1143,0.906055901,0.019215839,0.276785714,0.537072981,0,0.441187888,0.187888199,0.22185559
16655,1621,1558,1,139,947,0,584,45,248,0.961135102,0.000616903,0.085749537,0.584207279,0,0.360271437,0.027760642,0.15299198
16656,2448,2408,0,255,1606,0,606,60,209,0.983660131,0,0.104166667,0.656045752,0,0.24754902,0.024509804,0.085375817
16657,920,429,1,537,490,0,316,11,512,0.466304348,0.001086957,0.583695652,0.532608696,0,0.343478261,0.011956522,0.556521739
16659,140,134,0,26,68,0,71,4,16,0.957142857,0,0.185714286,0.485714286,0,0.507142857,0.028571429,0.114285714
16661,992,976,3,96,588,0,182,63,87,0.983870968,0.003024194,0.096774194,0.592741935,0,0.183467742,0.063508065,0.087701613
16662,2396,1891,10,529,1413,0,1391,254,633,0.789232053,0.004173623,0.220784641,0.589732888,0,0.580550918,0.106010017,0.264190317
16664,1143,1090,0,134,607,0,411,23,105,0.953630796,0,0.117235346,0.531058618,0,0.359580052,0.020122485,0.091863517
16665,92,70,3,25,48,0,72,51,29,0.760869565,0.032608696,0.27173913,0.52173913,0,0.782608696,0.554347826,0.315217391
16666,2606,2525,9,239,1553,0,927,223,323,0.968917882,0.003453569,0.091711435,0.595932464,0,0.355717575,0.085571757,0.123944743
16667,1258,1178,0,241,633,0,589,40,245,0.936406995,0,0.191573927,0.50317965,0,0.468203498,0.031796502,0.194753577
16668,4144,3785,9,592,2365,0,1588,180,867,0.913368726,0.002171815,0.142857143,0.570704633,0,0.383204633,0.043436293,0.209218147
16669,3022,2959,3,134,2494,0,878,144,182,0.979152879,0.00099272,0.044341496,0.825281271,0,0.290536069,0.047650563,0.060225017
16671,168,127,0,62,90,0,77,42,55,0.755952381,0,0.369047619,0.535714286,0,0.458333333,0.25,0.327380952
16672,10,10,0,2,5,0,6,4,0,1,0,0.2,0.5,0,0.6,0.4,0
16673,2228,1923,17,479,1051,0,1296,361,600,0.863105925,0.007630162,0.214991023,0.471723519,0,0.581687612,0.162028725,0.26929982
16674,208,123,3,99,96,0,63,13,89,0.591346154,0.014423077,0.475961538,0.461538462,0,0.302884615,0.0625,0.427884615
16677,304,302,3,20,137,0,132,24,47,0.993421053,0.009868421,0.065789474,0.450657895,0,0.434210526,0.078947368,0.154605263
16678,1229,675,4,618,691,0,386,36,629,0.549227014,0.003254679,0.502847844,0.562245728,0,0.314076485,0.029292107,0.51179821
16679,657,642,0,57,516,0,147,54,47,0.97716895,0,0.086757991,0.785388128,0,0.223744292,0.082191781,0.071537291
16680,510,493,1,58,271,0,151,23,65,0.966666667,0.001960784,0.11372549,0.531372549,0,0.296078431,0.045098039,0.12745098
16682,10,9,0,6,9,0,9,2,4,0.9,0,0.6,0.9,0,0.9,0.2,0.4
16683,612,606,0,43,383,0,226,63,70,0.990196078,0,0.070261438,0.625816993,0,0.369281046,0.102941176,0.114379085
16685,16,0,0,16,10,0,2,0,16,0,0,1,0.625,0,0.125,0,1
16686,4870,4549,73,844,2868,0,1889,635,1090,0.934086242,0.014989733,0.173305955,0.588911704,0,0.38788501,0.130390144,0.223819302
16689,1594,1485,0,277,948,0,628,19,151,0.93161857,0,0.173776662,0.594730238,0,0.393977415,0.011919699,0.094730238
16691,764,737,2,150,392,0,226,9,113,0.964659686,0.002617801,0.196335079,0.513089005,0,0.295811518,0.011780105,0.147905759
16692,1436,1408,0,103,939,0,512,25,209,0.980501393,0,0.071727019,0.653899721,0,0.356545961,0.017409471,0.145543175
16693,1502,1400,8,428,750,0,578,163,298,0.932090546,0.005326232,0.284953395,0.499334221,0,0.38482024,0.108521971,0.19840213
16695,560,506,3,101,278,0,241,72,74,0.903571429,0.005357143,0.180357143,0.496428571,0,0.430357143,0.128571429,0.132142857
16701,6614,6048,79,1375,3856,0,2775,1244,1251,0.914423949,0.01194436,0.20789235,0.583005745,0,0.41956456,0.188085878,0.189144239
16720,2448,2445,2,150,1573,0,583,86,170,0.99877451,0.000816993,0.06127451,0.642565359,0,0.238153595,0.035130719,0.069444444
16724,34,33,0,4,5,0,16,0,16,0.970588235,0,0.117647059,0.147058824,0,0.470588235,0,0.470588235
16725,160,154,2,25,75,0,125,37,35,0.9625,0.0125,0.15625,0.46875,0,0.78125,0.23125,0.21875
16726,712,706,0,21,287,0,166,5,103,0.991573034,0,0.029494382,0.403089888,0,0.233146067,0.007022472,0.144662921
16727,366,365,0,75,166,0,85,6,123,0.99726776,0,0.204918033,0.453551913,0,0.232240437,0.016393443,0.336065574
16728,86,86,2,3,42,0,19,1,3,1,0.023255814,0.034883721,0.488372093,0,0.220930233,0.011627907,0.034883721
16729,720,707,0,75,406,0,384,30,56,0.981944444,0,0.104166667,0.563888889,0,0.533333333,0.041666667,0.077777778
16730,86,83,0,13,43,0,53,35,21,0.965116279,0,0.151162791,0.5,0,0.61627907,0.406976744,0.244186047
16731,2168,2057,10,422,1379,0,1021,159,462,0.948800738,0.004612546,0.194649446,0.636070111,0,0.470940959,0.073339483,0.213099631
16732,154,154,0,5,77,0,91,3,41,1,0,0.032467532,0.5,0,0.590909091,0.019480519,0.266233766
16733,288,274,0,55,132,0,93,13,46,0.951388889,0,0.190972222,0.458333333,0,0.322916667,0.045138889,0.159722222
16734,4,4,0,0,2,0,2,0,0,1,0,0,0.5,0,0.5,0,0
16735,3432,3228,46,946,1559,0,1622,460,765,0.940559441,0.013403263,0.275641026,0.454254079,0,0.472610723,0.134032634,0.222902098
16738,1348,1296,3,193,857,0,702,43,223,0.961424332,0.002225519,0.143175074,0.635756677,0,0.520771513,0.03189911,0.165430267
16740,1010,986,0,83,659,0,241,83,157,0.976237624,0,0.082178218,0.652475248,0,0.238613861,0.082178218,0.155445545
16743,2518,2434,7,333,1656,0,1002,341,247,0.966640191,0.002779984,0.132247816,0.657664813,0,0.397934869,0.13542494,0.098093725
16744,358,355,0,25,186,0,154,2,33,0.991620112,0,0.069832402,0.519553073,0,0.430167598,0.005586592,0.092178771
16745,426,394,1,100,246,0,219,27,56,0.924882629,0.002347418,0.234741784,0.577464789,0,0.514084507,0.063380282,0.131455399
16746,343,340,3,82,105,0,135,55,43,0.991253644,0.008746356,0.239067055,0.306122449,0,0.393586006,0.160349854,0.125364431
16748,2384,2292,4,236,1678,0,800,159,188,0.961409396,0.001677852,0.098993289,0.70385906,0,0.33557047,0.066694631,0.07885906
16749,3740,3660,17,451,2249,0,1227,223,380,0.978609626,0.004545455,0.120588235,0.601336898,0,0.328074866,0.059625668,0.101604278
16750,320,313,0,83,261,0,196,7,27,0.978125,0,0.259375,0.815625,0,0.6125,0.021875,0.084375
16801,9673,9113,261,1742,6257,0,3664,4937,2280,0.942106895,0.026982322,0.180088907,0.646852062,0,0.378786312,0.510389745,0.23570764
16802,254,239,21,159,132,0,103,194,98,0.940944882,0.082677165,0.625984252,0.519685039,0,0.405511811,0.763779528,0.385826772
16803,6048,5644,134,1113,4161,0,2066,3097,1281,0.933201058,0.022156085,0.184027778,0.687996032,0,0.341600529,0.512070106,0.211805556
16820,764,708,1,64,524,0,344,92,127,0.926701571,0.001308901,0.083769634,0.685863874,0,0.45026178,0.120418848,0.166230366
16821,62,62,0,0,29,0,35,7,14,1,0,0,0.467741935,0,0.564516129,0.112903226,0.225806452
16822,1562,1529,2,69,1193,0,551,97,165,0.978873239,0.00128041,0.044174136,0.763764405,0,0.352752881,0.062099872,0.105633803
16823,7084,6109,104,1688,4257,0,3085,1324,1602,0.862365895,0.014680971,0.238283456,0.600931677,0,0.435488425,0.186900056,0.226143422
16825,12,12,1,3,4,0,10,1,4,1,0.083333333,0.25,0.333333333,0,0.833333333,0.083333333,0.333333333
16826,66,59,0,11,30,0,62,7,20,0.893939394,0,0.166666667,0.454545455,0,0.939393939,0.106060606,0.303030303
16827,2326,2215,16,249,1776,0,801,370,453,0.95227859,0.006878762,0.107050731,0.763542562,0,0.344368014,0.159071367,0.194754944
16828,6653,6035,9,884,5333,0,2972,413,912,0.907109575,0.001352773,0.132872388,0.801593266,0,0.446715767,0.062077258,0.137081016
16829,106,106,0,2,59,0,25,0,27,1,0,0.018867925,0.556603774,0,0.235849057,0,0.254716981
16830,4308,3876,89,1181,2154,0,1484,812,935,0.899721448,0.020659239,0.274141133,0.5,0,0.344475395,0.188486537,0.217038069
16832,262,262,0,2,219,0,79,9,22,1,0,0.007633588,0.835877863,0,0.301526718,0.034351145,0.083969466
16833,3878,3724,10,714,2242,0,778,283,563,0.960288809,0.002578649,0.184115523,0.578133058,0,0.200618876,0.072975761,0.145177927
16834,310,301,0,35,152,0,129,3,43,0.970967742,0,0.112903226,0.490322581,0,0.416129032,0.009677419,0.138709677
16835,74,72,0,12,41,0,30,15,12,0.972972973,0,0.162162162,0.554054054,0,0.405405405,0.202702703,0.162162162
16836,1264,1248,1,254,585,0,341,36,265,0.987341772,0.000791139,0.200949367,0.462816456,0,0.269778481,0.028481013,0.209651899
16837,128,128,0,4,69,0,25,0,4,1,0,0.03125,0.5390625,0,0.1953125,0,0.03125
16838,1786,1718,9,299,968,0,698,83,492,0.961926092,0.005039194,0.167413214,0.541993281,0,0.390817469,0.046472564,0.275475924
16839,2,2,0,0,1,0,1,0,1,1,0,0,0.5,0,0.5,0,0.5
16840,296,281,0,4,262,0,163,33,38,0.949324324,0,0.013513514,0.885135135,0,0.550675676,0.111486486,0.128378378
16841,2946,2855,1,377,1838,0,1028,161,333,0.969110659,0.000339443,0.127970129,0.623896809,0,0.348947726,0.054650373,0.113034623
16843,16,15,0,6,8,0,7,1,3,0.9375,0,0.375,0.5,0,0.4375,0.0625,0.1875
16844,2799,2770,4,275,1752,0,690,68,442,0.989639157,0.001429082,0.098249375,0.625937835,0,0.246516613,0.024294391,0.157913541
16845,1796,1786,6,123,887,0,526,39,225,0.994432071,0.003340757,0.068485523,0.493875278,0,0.292873051,0.021714922,0.125278396
16847,210,209,0,19,117,0,119,19,51,0.995238095,0,0.09047619,0.557142857,0,0.566666667,0.09047619,0.242857143
16848,200,195,0,26,122,0,129,21,20,0.975,0,0.13,0.61,0,0.645,0.105,0.1
16849,2,1,0,1,0,0,1,1,2,0.5,0,0.5,0,0,0.5,0.5,1
16851,362,355,4,39,260,0,124,62,44,0.980662983,0.011049724,0.107734807,0.718232044,0,0.342541436,0.171270718,0.121546961
16852,524,479,0,64,361,0,193,27,49,0.914122137,0,0.122137405,0.688931298,0,0.368320611,0.051526718,0.09351145
16853,120,103,6,24,76,0,69,57,30,0.858333333,0.05,0.2,0.633333333,0,0.575,0.475,0.25
16854,394,341,0,49,309,0,248,140,68,0.865482234,0,0.124365482,0.784263959,0,0.629441624,0.355329949,0.172588832
16855,172,171,0,19,88,0,52,16,60,0.994186047,0,0.110465116,0.511627907,0,0.302325581,0.093023256,0.348837209
16858,2048,2012,11,209,1099,0,1042,127,375,0.982421875,0.005371094,0.102050781,0.536621094,0,0.508789063,0.062011719,0.183105469
16859,450,448,0,24,210,0,163,18,62,0.995555556,0,0.053333333,0.466666667,0,0.362222222,0.04,0.137777778
16860,50,50,0,5,34,0,11,3,14,1,0,0.1,0.68,0,0.22,0.06,0.28
16861,724,719,0,20,672,0,74,10,20,0.993093923,0,0.027624309,0.928176796,0,0.102209945,0.013812155,0.027624309
16863,1298,1292,0,16,984,0,216,16,25,0.995377504,0,0.012326656,0.758089368,0,0.166409861,0.012326656,0.019260401
16865,1590,1427,0,220,926,0,729,62,217,0.897484277,0,0.13836478,0.582389937,0,0.458490566,0.038993711,0.136477987
16866,3556,3212,46,681,1850,0,1731,711,851,0.903262092,0.012935883,0.191507312,0.520247469,0,0.486782902,0.199943757,0.239313836
16868,144,143,2,16,106,0,63,74,23,0.993055556,0.013888889,0.111111111,0.736111111,0,0.4375,0.513888889,0.159722222
16870,2685,2538,2,446,1436,0,1137,260,465,0.945251397,0.000744879,0.166108007,0.534823091,0,0.423463687,0.096834264,0.173184358
16871,238,238,0,36,199,0,15,6,29,1,0,0.151260504,0.836134454,0,0.06302521,0.025210084,0.121848739
16872,1173,984,5,334,568,0,503,37,260,0.83887468,0.004262575,0.284739983,0.484228474,0,0.428815004,0.031543052,0.221653879
16874,494,480,2,56,256,0,193,53,90,0.971659919,0.004048583,0.113360324,0.518218623,0,0.390688259,0.107287449,0.182186235
16875,6760,6575,4,372,5609,0,2427,220,681,0.972633136,0.000591716,0.055029586,0.829733728,0,0.359023669,0.032544379,0.100739645
16876,4,4,0,0,2,0,2,0,1,1,0,0,0.5,0,0.5,0,0.25
16877,1774,1405,1,434,1185,0,464,43,482,0.79199549,0.000563698,0.24464487,0.667981962,0,0.261555806,0.024239008,0.271702368
16878,1130,1127,23,69,632,0,231,35,161,0.997345133,0.020353982,0.061061947,0.559292035,0,0.204424779,0.030973451,0.142477876
16879,44,44,0,3,23,0,16,6,14,1,0,0.068181818,0.522727273,0,0.363636364,0.136363636,0.318181818
16881,1198,1164,11,222,592,0,531,86,367,0.971619366,0.00918197,0.185308848,0.494156928,0,0.443238731,0.071786311,0.306343907
16882,584,572,0,25,381,0,166,36,55,0.979452055,0,0.042808219,0.65239726,0,0.284246575,0.061643836,0.094178082
16901,6036,5867,37,887,3682,0,2529,810,1095,0.972001325,0.006129887,0.146951624,0.610006627,0,0.418986083,0.134194831,0.181411531
16911,526,518,1,10,456,0,211,25,89,0.984790875,0.001901141,0.019011407,0.866920152,0,0.401140684,0.047528517,0.169201521
16912,998,950,14,116,741,0,581,230,134,0.951903808,0.014028056,0.116232465,0.74248497,0,0.582164329,0.230460922,0.134268537
16914,3379,3314,3,324,2516,0,1286,70,440,0.98076354,0.000887837,0.095886357,0.744598994,0,0.380585972,0.020716188,0.13021604
16915,4676,4537,38,607,3168,0,1395,299,619,0.970273738,0.008126604,0.129811805,0.677502139,0,0.298331908,0.063943541,0.132378101
16917,670,643,9,67,456,0,361,54,89,0.959701493,0.013432836,0.1,0.680597015,0,0.53880597,0.080597015,0.132835821
16920,634,557,11,113,343,0,410,151,198,0.878548896,0.017350158,0.178233438,0.541009464,0,0.646687697,0.238170347,0.312302839
16921,466,460,0,154,195,0,99,13,77,0.987124464,0,0.330472103,0.418454936,0,0.212446352,0.027896996,0.165236052
