Zip_Code,total_num,total_green,total_crosswalk,total_not_single_family_house,total_single_lane,total_triple_lane,total_visible_wires,total_sidewalk,total_dilapidated_building,prop_green,prop_crosswalk,prop_not_single_family_home,prop_single_lane,prop_triple_lane,prop_visible_wire,prop_sidewalk,prop_dilapidated_building
42765,9852,9547,7,762,8078,0,2869,496,1073,0.969041819,0.000710516,0.077344702,0.819935039,0,0.291209907,0.050345108,0.108911896
42776,7578,7035,1,649,5854,0,2896,121,996,0.92834521,0.000131961,0.08564265,0.77249934,0,0.382158881,0.015967274,0.131433096
42782,1836,1793,0,158,1464,0,468,21,155,0.976579521,0,0.086056645,0.797385621,0,0.254901961,0.011437908,0.084422658
42784,4686,4567,2,231,3746,0,1442,146,326,0.974605207,0.000426803,0.049295775,0.799402475,0,0.307725139,0.031156637,0.069568929
42788,550,543,0,22,362,0,163,8,42,0.987272727,0,0.04,0.658181818,0,0.296363636,0.014545455,0.076363636
43001,5140,4900,7,698,3237,0,2274,165,730,0.953307393,0.001361868,0.135797665,0.629766537,0,0.442412451,0.032101167,0.142023346
43002,1452,666,117,437,1017,0,696,1179,462,0.458677686,0.080578512,0.300964187,0.700413223,0,0.479338843,0.811983471,0.318181818
43003,2840,2551,8,394,1876,0,1495,106,301,0.898239437,0.002816901,0.138732394,0.66056338,0,0.526408451,0.037323944,0.105985915
43004,11098,8953,190,1198,8705,0,5103,5124,2974,0.806721932,0.017120202,0.107947378,0.784375563,0,0.459812579,0.461704812,0.267976212
43005,142,122,3,15,85,0,104,24,53,0.85915493,0.021126761,0.105633803,0.598591549,0,0.732394366,0.169014085,0.373239437
43006,958,887,1,173,503,0,330,8,196,0.925887265,0.001043841,0.180584551,0.525052192,0,0.344467641,0.008350731,0.204592902
43008,278,262,11,41,179,0,239,104,137,0.942446043,0.039568345,0.147482014,0.643884892,0,0.85971223,0.374100719,0.492805755
43009,1918,1634,1,613,946,0,965,7,237,0.851929093,0.000521376,0.319603754,0.493222106,0,0.503128259,0.003649635,0.123566215
43010,90,84,0,10,49,0,38,25,19,0.933333333,0,0.111111111,0.544444444,0,0.422222222,0.277777778,0.211111111
43011,10987,10025,8,1382,7139,0,5652,324,1596,0.912441977,0.000728133,0.125785019,0.649767908,0,0.51442614,0.029489397,0.145262583
43013,1790,1253,0,449,1206,0,874,39,321,0.7,0,0.250837989,0.673743017,0,0.488268156,0.021787709,0.179329609
43014,5784,5530,18,560,3739,0,2344,183,550,0.956085754,0.003112033,0.096818811,0.646438451,0,0.405255878,0.031639004,0.095089903
43015,23973,22540,454,3742,13772,0,13437,4994,4588,0.940224419,0.018937972,0.15609227,0.574479623,0,0.560505569,0.208317691,0.191381971
43016,16375,14668,459,3055,10642,0,7170,8397,5510,0.895755725,0.028030534,0.186564885,0.64989313,0,0.437862595,0.512793893,0.33648855
43017,18252,17582,588,2596,12825,0,6119,9427,6267,0.963291694,0.032215648,0.142230988,0.702662722,0,0.335250931,0.516491343,0.343359632
43019,11728,10782,32,1414,8166,0,5192,267,1140,0.919338336,0.002728513,0.120566166,0.696282401,0,0.442701228,0.02276603,0.097203274
43021,5189,4748,50,850,2731,0,2448,258,1319,0.915012526,0.009635768,0.163808056,0.526305647,0,0.4717672,0.049720563,0.254191559
43022,5938,5806,14,469,4296,0,2537,255,452,0.977770293,0.002357696,0.078982822,0.723475918,0,0.427248232,0.042943752,0.076119906
43023,11906,11642,49,904,7924,0,5557,1013,1999,0.977826306,0.004115572,0.075928103,0.665546783,0,0.466739459,0.085083151,0.167898539
43025,6046,5521,37,989,4277,0,3491,422,783,0.913165729,0.006119749,0.163579226,0.707409858,0,0.57740655,0.069798214,0.129507112
43026,29242,25892,608,4721,21414,0,12973,14603,9893,0.885438752,0.020792011,0.161445866,0.732302852,0,0.443642706,0.499384447,0.338314753
43028,5184,5037,14,435,3194,0,1726,271,515,0.971643519,0.002700617,0.083912037,0.616126543,0,0.332947531,0.052276235,0.099344136
43029,774,583,0,258,380,0,469,5,55,0.753229974,0,0.333333333,0.490956072,0,0.605943152,0.006459948,0.071059432
43030,86,82,3,11,40,0,62,19,15,0.953488372,0.034883721,0.127906977,0.465116279,0,0.720930233,0.220930233,0.174418605
43031,15362,13707,29,2426,10226,0,9388,976,2656,0.892266632,0.001887775,0.157922146,0.665668533,0,0.611118344,0.063533394,0.172894154
43032,58,58,0,5,42,0,28,3,11,1,0,0.086206897,0.724137931,0,0.482758621,0.051724138,0.189655172
43033,162,154,11,38,77,0,118,38,32,0.950617284,0.067901235,0.234567901,0.475308642,0,0.728395062,0.234567901,0.197530864
43035,8188,6582,329,1817,5090,0,3954,3747,2272,0.803859306,0.040180752,0.221910112,0.621641426,0,0.482901808,0.457620909,0.277479238
43036,80,70,6,22,52,0,65,40,44,0.875,0.075,0.275,0.65,0,0.8125,0.5,0.55
43037,582,534,6,121,290,0,408,89,148,0.917525773,0.010309278,0.20790378,0.498281787,0,0.701030928,0.152920962,0.254295533
43040,10732,8868,145,3476,5108,0,7512,1249,2170,0.826313828,0.013510995,0.323891167,0.475959747,0,0.699962728,0.116380917,0.202199031
43044,4270,3729,13,1140,2484,0,2246,296,498,0.873302108,0.003044496,0.266978923,0.581733021,0,0.525995316,0.069320843,0.116627635
43045,1294,1030,2,436,687,0,800,160,110,0.795981453,0.001545595,0.336939722,0.530911901,0,0.618238022,0.123647604,0.085007728
43046,4086,3520,26,857,2224,0,2601,148,445,0.861478218,0.006363191,0.209740578,0.544297602,0,0.636563877,0.036221243,0.108908468
43050,26138,25067,145,2312,19088,0,13109,3272,2625,0.959025174,0.005547479,0.088453592,0.730277757,0,0.501530339,0.125181728,0.100428495
43054,15403,14037,506,2835,10054,0,6902,7075,5274,0.911315977,0.032850743,0.184055054,0.652729988,0,0.448094527,0.459326105,0.342400831
43055,23784,22177,300,2641,17829,0,12388,5830,4050,0.932433569,0.012613522,0.111041036,0.749621594,0,0.520854356,0.245122772,0.170282543
43056,17866,16910,79,1841,13276,0,8742,1275,2486,0.946490541,0.004421807,0.10304489,0.743087429,0,0.489309303,0.071364603,0.139146983
43060,1492,1298,14,276,1051,0,791,270,196,0.86997319,0.009383378,0.184986595,0.704423592,0,0.530160858,0.180965147,0.131367292
43061,2837,2577,2,522,1547,0,1796,74,438,0.908353895,0.00070497,0.18399718,0.545294325,0,0.633063095,0.026083891,0.154388438
43062,22118,20133,169,3349,14602,0,12207,2454,3791,0.910254092,0.007640836,0.151415137,0.660186274,0,0.551903427,0.110950357,0.171398861
43064,9594,7980,62,2403,5348,0,5696,704,1544,0.831769856,0.006462372,0.250469043,0.557431728,0,0.593704399,0.073379195,0.160933917
43065,7814,7407,227,1172,4862,0,3510,3294,2157,0.947914001,0.029050422,0.149987202,0.622216534,0,0.449193755,0.421551062,0.276043
43066,1904,1514,2,509,976,0,1026,34,373,0.795168067,0.00105042,0.267331933,0.512605042,0,0.538865546,0.017857143,0.195903361
43067,1392,1101,7,389,693,0,967,63,310,0.790948276,0.005028736,0.279454023,0.497844828,0,0.694683908,0.045258621,0.222701149
43068,19061,17454,650,2521,14756,0,8380,11818,6043,0.915691727,0.034101044,0.132259588,0.774146162,0,0.439641152,0.620009443,0.317034783
43070,52,43,0,8,38,0,37,17,15,0.826923077,0,0.153846154,0.730769231,0,0.711538462,0.326923077,0.288461538
43071,3542,3472,4,251,2585,0,1650,143,407,0.980237154,0.001129305,0.070863919,0.729813665,0,0.465838509,0.040372671,0.114906832
43072,3488,3018,14,786,2061,0,1815,395,585,0.865252294,0.004013761,0.225344037,0.590883028,0,0.520355505,0.113245413,0.16771789
43074,14753,7516,57,7936,7968,0,6111,351,7792,0.509455704,0.003863621,0.53792449,0.54009354,0,0.414220836,0.023791771,0.528163763
43076,7640,7209,11,1138,3927,0,4246,343,642,0.943586387,0.001439791,0.14895288,0.514005236,0,0.555759162,0.044895288,0.084031414
43078,12587,10911,142,2965,6648,0,6564,1037,1902,0.866846747,0.011281481,0.235560499,0.528163979,0,0.521490427,0.082386589,0.151108286
43080,5888,5663,8,845,3139,0,2752,212,666,0.961786685,0.001358696,0.143512228,0.533118207,0,0.467391304,0.036005435,0.113111413
43081,25076,23627,878,3318,18221,0,9579,15433,8199,0.942215664,0.035013559,0.132317754,0.726631042,0,0.381998724,0.615449035,0.326966023
43082,8185,7554,207,1055,5567,0,3501,3826,2569,0.922907758,0.025290165,0.128894319,0.68014661,0,0.427733659,0.46744044,0.31386683
43084,861,687,4,334,377,0,511,27,67,0.797909408,0.004645761,0.387921022,0.43786295,0,0.593495935,0.031358885,0.077816492
43085,12059,11644,557,1339,9164,0,3664,6568,3668,0.965585869,0.046189568,0.111037399,0.759930342,0,0.303839456,0.544655444,0.304171158
43101,84,72,1,16,50,0,46,18,17,0.857142857,0.011904762,0.19047619,0.595238095,0,0.547619048,0.214285714,0.202380952
43102,5370,4834,8,1011,3016,0,3654,294,610,0.90018622,0.001489758,0.188268156,0.561638734,0,0.680446927,0.054748603,0.113594041
43103,9338,8308,71,1738,5307,0,5710,799,982,0.889698008,0.007603341,0.186121225,0.568322981,0,0.611479974,0.085564361,0.105161705
43105,8396,7812,43,1154,5152,0,4922,460,1069,0.930443068,0.005121486,0.137446403,0.613625536,0,0.586231539,0.054787994,0.127322535
43106,3548,3209,3,422,2348,0,1600,210,375,0.904453213,0.000845547,0.118940248,0.661781285,0,0.450958286,0.059188275,0.105693348
43107,3198,3018,19,393,2001,0,1398,212,453,0.943714822,0.005941213,0.122889306,0.625703565,0,0.437148218,0.066291432,0.141651032
43109,140,132,2,19,87,0,102,38,46,0.942857143,0.014285714,0.135714286,0.621428571,0,0.728571429,0.271428571,0.328571429
43110,17889,15823,382,2647,12020,0,8848,6202,2817,0.884510034,0.021353905,0.147968025,0.671921292,0,0.494605624,0.346693499,0.157471072
43111,132,132,0,3,99,0,29,10,12,1,0,0.022727273,0.75,0,0.21969697,0.075757576,0.090909091
43112,7442,6805,20,1316,4396,0,4141,444,1037,0.91440473,0.00268745,0.176834184,0.590701424,0,0.556436442,0.059661381,0.139344262
43113,19750,16111,198,5639,10781,0,11688,2292,3550,0.815746835,0.010025316,0.285518987,0.545873418,0,0.591797468,0.116050633,0.179746835
43115,3802,3266,2,626,2758,0,1628,49,223,0.859021568,0.000526039,0.164650184,0.72540768,0,0.428195686,0.012887954,0.05865334
43116,352,316,6,47,235,0,229,97,36,0.897727273,0.017045455,0.133522727,0.667613636,0,0.650568182,0.275568182,0.102272727
43117,28,19,0,7,25,0,20,10,9,0.678571429,0,0.25,0.892857143,0,0.714285714,0.357142857,0.321428571
43119,15046,13545,159,1811,10599,0,6665,6347,3766,0.900239266,0.010567593,0.120364216,0.704439718,0,0.442974877,0.421839692,0.250299083
43123,38345,34556,995,5911,25522,0,20995,19103,6949,0.901186595,0.025948624,0.154153084,0.665588734,0,0.547529013,0.498187508,0.181223106
43125,11955,10632,197,2548,7366,0,7288,3399,1418,0.889335006,0.016478461,0.213132581,0.616143873,0,0.609619406,0.284316186,0.11861146
43126,440,426,10,39,345,0,149,107,74,0.968181818,0.022727273,0.088636364,0.784090909,0,0.338636364,0.243181818,0.168181818
43127,18,18,0,1,8,0,0,1,9,1,0,0.055555556,0.444444444,0,0,0.055555556,0.5
43128,3288,2401,19,1227,1748,0,1731,160,691,0.730231144,0.005778589,0.373175182,0.53163017,0,0.526459854,0.0486618,0.210158151
43130,30400,28252,390,3881,20993,0,15100,6101,4435,0.929342105,0.012828947,0.127664474,0.690559211,0,0.496710526,0.200690789,0.145888158
43135,2928,2840,4,332,1539,0,1431,149,303,0.969945355,0.00136612,0.113387978,0.525614754,0,0.488729508,0.050887978,0.103483607
43136,52,51,3,8,28,0,17,42,8,0.980769231,0.057692308,0.153846154,0.538461538,0,0.326923077,0.807692308,0.153846154
43137,7632,6749,38,2146,3507,0,5391,637,915,0.884302935,0.004979036,0.281184486,0.459512579,0,0.706367925,0.083464361,0.119889937
43138,7059,6725,54,945,3687,0,2291,793,976,0.952684516,0.007649809,0.133871653,0.522311942,0,0.32455022,0.112338858,0.13826321
43140,14268,11787,70,3578,7878,0,9020,1061,2314,0.826114382,0.004906084,0.250770956,0.552144659,0,0.632183908,0.074362209,0.162181105
43142,94,86,0,19,61,0,67,26,13,0.914893617,0,0.20212766,0.64893617,0,0.712765957,0.276595745,0.138297872
43143,6022,4777,11,1809,3273,0,3566,398,1004,0.793258054,0.001826636,0.300398539,0.54350714,0,0.592162072,0.066091,0.166722019
43144,376,358,0,45,255,0,55,49,28,0.95212766,0,0.119680851,0.678191489,0,0.146276596,0.130319149,0.074468085
43145,6626,5800,7,1183,4287,0,3728,275,558,0.875339571,0.001056444,0.178539088,0.64699668,0,0.562632056,0.041503169,0.084213704
43146,11100,10162,35,1890,6187,0,6939,707,1248,0.915495495,0.003153153,0.17027027,0.557387387,0,0.625135135,0.063693694,0.112432432
43147,13568,12060,199,1262,10437,0,4861,5449,2938,0.888856132,0.014666863,0.093012972,0.769236439,0,0.358269458,0.401606722,0.216538915
43148,3378,3124,3,470,2047,0,1569,143,147,0.924807578,0.000888099,0.139135583,0.60597987,0,0.464476021,0.042332741,0.043516874
43149,2412,2398,8,254,1035,0,652,138,290,0.994195688,0.00331675,0.105306799,0.429104478,0,0.270315091,0.05721393,0.120232172
43150,2062,1932,3,265,1104,0,1084,87,255,0.936954413,0.001454898,0.128516004,0.535402522,0,0.525703201,0.042192047,0.123666343
43151,148,130,5,30,72,0,99,33,30,0.878378378,0.033783784,0.202702703,0.486486486,0,0.668918919,0.222972973,0.202702703
43152,1396,1395,1,95,913,0,231,15,97,0.999283668,0.000716332,0.068051576,0.654011461,0,0.165472779,0.010744986,0.069484241
43153,2358,1481,0,1307,1362,0,1036,23,579,0.62807464,0,0.554283291,0.577608142,0,0.439355386,0.009754029,0.245547074
43154,2012,1854,4,272,1197,0,1124,100,228,0.921471173,0.001988072,0.135188867,0.594930417,0,0.558648111,0.049701789,0.11332008
43155,82,81,2,22,39,0,36,1,11,0.987804878,0.024390244,0.268292683,0.475609756,0,0.43902439,0.012195122,0.134146341
43156,98,84,2,24,69,0,69,54,17,0.857142857,0.020408163,0.244897959,0.704081633,0,0.704081633,0.551020408,0.173469388
43157,152,150,6,10,96,0,114,75,22,0.986842105,0.039473684,0.065789474,0.631578947,0,0.75,0.493421053,0.144736842
43158,158,157,0,13,84,0,36,13,21,0.993670886,0,0.082278481,0.53164557,0,0.227848101,0.082278481,0.132911392
43160,36570,32489,81,5139,25908,0,17664,3073,4020,0.888405797,0.00221493,0.140525021,0.708449549,0,0.483018868,0.084030626,0.109926169
43162,5190,4450,43,1191,3093,0,3070,822,803,0.857418112,0.008285164,0.229479769,0.595953757,0,0.591522158,0.158381503,0.154720617
43164,3346,2445,10,1262,1593,0,2171,111,451,0.730723252,0.002988643,0.377166766,0.476090855,0,0.648834429,0.033173939,0.134787806
43201,8072,6319,582,4589,5829,0,5075,6920,1713,0.782829534,0.07210109,0.568508424,0.722125867,0,0.628716551,0.85728444,0.212215064
43202,5584,5112,336,1850,4396,0,2756,4265,1178,0.915472779,0.06017192,0.331303725,0.787249284,0,0.493553009,0.763789398,0.210959885
43203,3532,2943,183,1592,2667,0,2310,2700,664,0.833238958,0.051812005,0.450736127,0.755096263,0,0.654020385,0.764439411,0.18799547
43204,15252,13562,418,2705,12422,0,7979,8552,3509,0.88919486,0.027406242,0.17735379,0.814450564,0,0.523144506,0.560713349,0.230068188
43205,6628,5611,389,3300,5001,0,4230,4904,1480,0.846560048,0.058690404,0.497887749,0.754526252,0,0.638201569,0.73989137,0.223295112
43206,9856,8482,365,3815,8154,0,6115,7376,2048,0.860592532,0.037033279,0.387073864,0.827313312,0,0.620434253,0.748376623,0.207792208
43207,24593,21269,445,5014,18973,0,15710,12875,3562,0.864839589,0.01809458,0.203879153,0.771479689,0,0.638799658,0.523522954,0.144837962
43209,11823,11392,658,1612,9067,0,3782,7564,1540,0.963545631,0.055654233,0.136344413,0.766895035,0,0.31988497,0.63976994,0.130254589
43210,1644,1384,251,1191,633,0,979,1165,538,0.841849148,0.152676399,0.724452555,0.385036496,0,0.595498783,0.70863747,0.327250608
43211,10179,8758,327,2121,8356,0,6111,6322,3757,0.86039886,0.032124963,0.208370174,0.820905786,0,0.600353669,0.621082621,0.369093231
43212,7800,6942,499,2449,5006,0,3756,5574,1363,0.89,0.063974359,0.313974359,0.641794872,0,0.481538462,0.714615385,0.17474359
43213,12770,11433,664,2912,9114,0,6437,6430,4723,0.895301488,0.051996868,0.228034456,0.713703994,0,0.504072044,0.503523884,0.369851214
43214,12433,11873,605,2374,9508,0,3913,5934,3616,0.954958578,0.048660822,0.190943457,0.764739001,0,0.314726936,0.477278211,0.290838896
43215,10096,6222,1369,8295,3950,0,7749,7817,3002,0.616283677,0.135598257,0.82161252,0.391244057,0,0.767531696,0.774267036,0.297345483
43217,892,606,10,450,444,0,710,205,97,0.679372197,0.011210762,0.504484305,0.497757848,0,0.795964126,0.229820628,0.108744395
43219,16436,13575,584,4846,10849,0,10005,7874,3313,0.825930883,0.03553176,0.294840594,0.660075444,0,0.608724751,0.479070333,0.201569725
43220,12708,12231,628,1683,9067,0,4085,6382,4291,0.962464589,0.04941769,0.132436261,0.713487567,0,0.321451054,0.502203336,0.337661316
43221,17437,16985,778,1914,12069,0,4886,9230,3455,0.97407811,0.044617767,0.109766588,0.692148879,0,0.280208752,0.529334174,0.198141882
43222,2428,1766,136,1345,1585,0,1841,1775,444,0.727347611,0.05601318,0.553953871,0.652800659,0,0.758237232,0.731054366,0.182866557
43223,11780,10101,268,2679,8745,0,7122,6181,3789,0.857470289,0.022750424,0.227419355,0.742359932,0,0.604584041,0.524702886,0.321646859
43224,14410,13010,458,2467,11317,0,7189,7396,5121,0.902845246,0.031783484,0.171200555,0.785357391,0,0.49888966,0.513254684,0.35537821
43227,8767,8220,161,1003,7678,0,4276,5438,2400,0.937606935,0.018364321,0.114406296,0.875784191,0,0.487738109,0.620280598,0.27375385
43228,20238,16917,528,5475,13861,0,11303,10265,4669,0.835902757,0.026089535,0.270530685,0.684899694,0,0.558503805,0.507214152,0.230704615
43229,15038,13716,560,2950,11474,0,5397,9934,4552,0.912089374,0.037238995,0.196169703,0.763000399,0,0.35889081,0.660593164,0.302699827
43230,23340,21986,757,3192,18038,0,8547,13441,7403,0.941988003,0.03243359,0.136760925,0.772836332,0,0.366195373,0.57587832,0.317180805
43231,6544,6104,136,1005,4962,0,2248,3505,1683,0.932762836,0.020782396,0.153575795,0.758251834,0,0.343520782,0.535605134,0.257182152
43232,15436,13869,356,2820,11785,0,7115,8241,2981,0.898484063,0.02306297,0.182689816,0.763474994,0,0.460935476,0.533881835,0.193119979
43235,16832,15715,612,2705,12471,0,5214,8139,5312,0.933638308,0.036359316,0.160705798,0.740910171,0,0.30976711,0.483543251,0.315589354
43240,1016,731,73,466,501,0,611,572,357,0.719488189,0.071850394,0.458661417,0.493110236,0,0.601377953,0.562992126,0.351377953
43302,25862,20296,456,7131,15895,0,15197,5775,7230,0.784780759,0.017632047,0.275732735,0.614608306,0,0.5876189,0.223300595,0.279560745
43310,4950,4497,5,912,3134,0,2544,362,541,0.908484848,0.001010101,0.184242424,0.633131313,0,0.513939394,0.073131313,0.109292929
43311,8444,7063,255,2047,4468,0,5688,1437,1651,0.836451919,0.030198958,0.242420654,0.529133112,0,0.673614401,0.170180009,0.195523449
43314,4422,3432,13,1596,2270,0,2299,106,716,0.776119403,0.002939846,0.360922659,0.513342379,0,0.519900498,0.023971054,0.161917684
43315,9180,8168,14,1443,6866,0,5158,343,1034,0.889760349,0.001525054,0.157189542,0.747930283,0,0.561873638,0.037363834,0.112636166
43316,3424,2139,27,1100,2014,0,2151,362,851,0.624707944,0.007885514,0.321261682,0.588200935,0,0.628212617,0.105724299,0.24853972
43317,70,69,1,7,34,0,48,26,27,0.985714286,0.014285714,0.1,0.485714286,0,0.685714286,0.371428571,0.385714286
43318,4332,3920,9,667,2746,0,2584,277,512,0.904893813,0.002077562,0.153970452,0.63388735,0,0.596491228,0.063942752,0.118190212
43319,1172,858,2,474,568,0,787,108,316,0.732081911,0.001706485,0.40443686,0.484641638,0,0.671501706,0.092150171,0.269624573
43320,1118,841,0,447,658,0,662,24,131,0.752236136,0,0.399821109,0.588550984,0,0.592128801,0.021466905,0.117173524
43321,144,139,0,19,118,0,94,27,29,0.965277778,0,0.131944444,0.819444444,0,0.652777778,0.1875,0.201388889
43322,118,55,3,76,82,0,38,17,61,0.466101695,0.025423729,0.644067797,0.694915254,0,0.322033898,0.144067797,0.516949153
43323,1622,1302,7,441,1132,0,864,52,311,0.8027127,0.00431566,0.27188656,0.697903822,0,0.532675709,0.032059186,0.191738594
43324,3150,2802,5,525,2285,0,1760,291,455,0.88952381,0.001587302,0.166666667,0.725396825,0,0.558730159,0.092380952,0.144444444
43326,11256,8766,91,3039,6736,0,7597,1589,2069,0.778784648,0.008084577,0.269989339,0.598436389,0,0.674928927,0.141169154,0.183813077
43330,6,1,0,6,4,0,1,4,4,0.166666667,0,1,0.666666667,0,0.166666667,0.666666667,0.666666667
43331,3940,3617,47,573,2856,0,2327,466,680,0.918020305,0.011928934,0.145431472,0.724873096,0,0.590609137,0.118274112,0.172588832
43332,4722,4113,13,960,2767,0,2544,165,792,0.871029225,0.002753071,0.203303685,0.585980517,0,0.538754765,0.034942821,0.16772554
43333,1234,879,4,482,688,0,704,30,170,0.712317666,0.003241491,0.390599676,0.557536467,0,0.570502431,0.024311183,0.137763371
43334,5228,4913,7,559,3481,0,2929,195,613,0.939747513,0.001338944,0.106924254,0.665837796,0,0.560252487,0.037299158,0.117253252
43336,34,22,0,16,28,0,22,8,11,0.647058824,0,0.470588235,0.823529412,0,0.647058824,0.235294118,0.323529412
43337,2678,1726,0,1010,1720,0,1312,50,896,0.644510829,0,0.377147125,0.642270351,0,0.489917849,0.01867065,0.334578043
43338,10452,9622,34,1476,7672,0,5319,496,1184,0.920589361,0.003252966,0.141216992,0.734022197,0,0.508897819,0.047455033,0.113279755
43340,1192,927,0,288,772,0,848,128,180,0.777684564,0,0.241610738,0.647651007,0,0.711409396,0.10738255,0.151006711
43341,1096,901,4,261,605,0,539,13,131,0.822080292,0.003649635,0.238138686,0.552007299,0,0.491788321,0.011861314,0.119525547
43342,3008,2391,7,1002,1492,0,1534,134,718,0.794880319,0.002327128,0.333111702,0.496010638,0,0.509973404,0.044547872,0.238696809
43343,1290,1096,4,301,701,0,792,97,150,0.849612403,0.003100775,0.233333333,0.543410853,0,0.613953488,0.075193798,0.11627907
43344,4238,3318,18,1286,2364,0,2489,175,887,0.78291647,0.004247286,0.303445021,0.557810288,0,0.587305333,0.041293063,0.209296838
43345,1338,1164,13,236,815,0,792,95,195,0.869955157,0.009715994,0.176382661,0.609118087,0,0.591928251,0.071001495,0.14573991
43347,1904,1706,1,351,1104,0,1066,131,188,0.896008403,0.00052521,0.184348739,0.579831933,0,0.55987395,0.068802521,0.098739496
43348,1364,1245,9,178,1114,0,757,351,235,0.912756598,0.00659824,0.130498534,0.816715543,0,0.554985337,0.257331378,0.17228739
43351,13534,11341,165,2542,8372,0,7564,1259,2253,0.837963647,0.012191518,0.18782326,0.618590217,0,0.558888725,0.093024974,0.166469632
43356,1560,1198,0,546,810,0,785,65,417,0.767948718,0,0.35,0.519230769,0,0.503205128,0.041666667,0.267307692
43357,3801,3349,8,681,2115,0,2264,343,547,0.881083925,0.002104709,0.179163378,0.556432518,0,0.595632728,0.090239411,0.143909498
43358,1656,1445,8,295,989,0,1064,158,213,0.872584541,0.004830918,0.178140097,0.597222222,0,0.642512077,0.095410628,0.128623188
43360,2546,2191,7,729,1301,0,1299,138,433,0.860565593,0.002749411,0.2863315,0.510997643,0,0.510212097,0.054202671,0.170070699
43402,38969,31249,363,9977,26292,0,21948,4887,6073,0.801893813,0.009315097,0.256024019,0.674690138,0,0.563216916,0.125407375,0.155841823
43403,106,75,13,82,38,0,77,91,48,0.70754717,0.122641509,0.773584906,0.358490566,0,0.726415094,0.858490566,0.452830189
43406,5775,4140,24,1778,4035,0,3528,338,1155,0.716883117,0.004155844,0.307878788,0.698701299,0,0.610909091,0.058528139,0.2
43407,1434,1232,2,261,889,0,853,36,126,0.859135286,0.0013947,0.182008368,0.619944212,0,0.594839609,0.025104603,0.087866109
43408,226,215,0,16,161,0,147,95,64,0.951327434,0,0.07079646,0.712389381,0,0.650442478,0.420353982,0.283185841
43410,6885,5784,78,1552,3843,0,4171,718,1609,0.840087146,0.011328976,0.225417574,0.558169935,0,0.605809731,0.104284677,0.233696442
43412,14788,13678,58,1745,9928,0,9850,942,2093,0.92493914,0.003922099,0.118001082,0.671355153,0,0.666080606,0.063700298,0.141533676
43413,7600,5975,5,1396,5828,0,4062,113,1092,0.786184211,0.000657895,0.183684211,0.766842105,0,0.534473684,0.014868421,0.143684211
43416,6348,5203,32,1246,4462,0,3100,603,975,0.819628229,0.005040958,0.196282294,0.702898551,0,0.488342785,0.094990548,0.153591682
43420,22638,18619,299,4825,14157,0,13370,4168,6264,0.822466649,0.013207881,0.213137203,0.625364431,0,0.590599876,0.184115205,0.276702889
43430,8364,7344,91,1187,6322,0,5099,903,1094,0.87804878,0.010879962,0.141917743,0.755858441,0,0.609636538,0.107962697,0.130798661
43431,12984,10435,29,2626,9112,0,6085,364,2053,0.803681454,0.002233518,0.202248922,0.701786815,0,0.468653728,0.028034504,0.158117683
43432,3756,2990,15,779,2433,0,2381,153,639,0.796059638,0.00399361,0.207401491,0.647763578,0,0.633919063,0.040734824,0.170127796
43433,14,13,0,3,3,0,5,0,2,0.928571429,0,0.214285714,0.214285714,0,0.357142857,0,0.142857143
43434,76,75,0,1,76,0,40,17,9,0.986842105,0,0.013157895,1,0,0.526315789,0.223684211,0.118421053
43435,4772,3747,8,1013,2761,0,3194,99,834,0.785205365,0.001676446,0.212279966,0.578583403,0,0.669321039,0.020746018,0.174769489
43437,490,467,2,36,453,0,289,95,117,0.953061224,0.004081633,0.073469388,0.924489796,0,0.589795918,0.193877551,0.23877551
43438,34,24,0,16,26,0,21,10,11,0.705882353,0,0.470588235,0.764705882,0,0.617647059,0.294117647,0.323529412
43439,4,3,0,0,1,0,4,1,2,0.75,0,0,0.25,0,1,0.25,0.5
43440,3324,3104,68,578,1809,0,2407,461,796,0.933814681,0.02045728,0.173886883,0.544223827,0,0.724127557,0.138688327,0.239470517
43442,4052,3013,25,883,2373,0,2285,150,885,0.743583416,0.006169793,0.217917078,0.585636723,0,0.563919052,0.037018756,0.218410661
43443,3366,2889,11,535,2119,0,2149,326,688,0.85828877,0.003267974,0.158942365,0.6295306,0,0.638443256,0.096850862,0.20439691
43445,4190,3802,10,608,2762,0,2579,160,465,0.907398568,0.002386635,0.145107399,0.659188544,0,0.615513126,0.038186158,0.11097852
43446,132,123,0,23,102,0,82,22,5,0.931818182,0,0.174242424,0.772727273,0,0.621212121,0.166666667,0.037878788
43447,6590,5392,17,1279,4921,0,4682,409,949,0.818209408,0.002579666,0.194081942,0.746737481,0,0.71047041,0.062063733,0.14400607
43449,10108,8010,74,2706,6254,0,5986,673,1732,0.79244163,0.007320934,0.267708746,0.618717847,0,0.592204195,0.066580926,0.171349426
43450,13181,9981,11,3776,9449,0,6954,598,3029,0.757226311,0.000834535,0.286472953,0.716865185,0,0.527577574,0.045368333,0.22980047
43451,5531,4457,9,1142,3963,0,3013,166,758,0.805821732,0.001627192,0.206472609,0.716506961,0,0.544747785,0.030012656,0.137045742
43452,10072,8816,230,2412,5955,0,6797,1930,2288,0.875297855,0.022835584,0.239475774,0.59124305,0,0.674841144,0.191620334,0.227164416
43456,542,439,9,173,276,0,257,252,240,0.8099631,0.016605166,0.319188192,0.509225092,0,0.474169742,0.464944649,0.442804428
